Mtype,institute_name,product,model_name,basin,cycloneName,cycloneName2,cycloneNumber,ensemble,cyc_speed,cyc_cat,time,lat,lon,vhr,forecast_time 
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,35,13.8,tropical cyclone,"2020/11/17, 06:00:00",20.4,107.4,162,"2020/11/10, 12:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,35,12.7,tropical cyclone,"2020/11/17, 12:00:00",21.3,107.7,168,"2020/11/10, 12:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,26.8,tropical cyclone,"2020/11/11, 00:00:00",14.6,124.6,0,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,30.4,tropical cyclone,"2020/11/11, 06:00:00",14.6,123.5,6,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,32.9,tropical cyclone,"2020/11/11, 12:00:00",14.8,122.6,12,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,33.7,tropical cyclone,"2020/11/11, 18:00:00",15.4,121.4,18,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,23.9,tropical cyclone,"2020/11/12, 00:00:00",15.9,119.8,24,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,23.6,tropical cyclone,"2020/11/12, 06:00:00",15.4,118.6,30,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,24.9,tropical cyclone,"2020/11/12, 12:00:00",15.4,117.9,36,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,26.9,tropical cyclone,"2020/11/12, 18:00:00",15.5,117.0,42,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,27.9,tropical cyclone,"2020/11/13, 00:00:00",15.6,116.2,48,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,27.6,tropical cyclone,"2020/11/13, 06:00:00",15.6,115.5,54,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,28.6,tropical cyclone,"2020/11/13, 12:00:00",15.8,114.8,60,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,28.8,tropical cyclone,"2020/11/13, 18:00:00",16.0,114.2,66,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,30.1,tropical cyclone,"2020/11/14, 00:00:00",16.1,113.4,72,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,30.3,tropical cyclone,"2020/11/14, 06:00:00",16.4,112.7,78,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,28.8,tropical cyclone,"2020/11/14, 12:00:00",16.6,112.0,84,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,25.7,tropical cyclone,"2020/11/14, 18:00:00",16.9,111.2,90,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,25.3,tropical cyclone,"2020/11/15, 00:00:00",17.1,110.5,96,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,23.6,tropical cyclone,"2020/11/15, 06:00:00",17.4,109.9,102,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,20.1,tropical cyclone,"2020/11/15, 12:00:00",17.9,109.3,108,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,20.1,tropical cyclone,"2020/11/15, 18:00:00",18.4,108.6,114,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,22.5,tropical cyclone,"2020/11/16, 00:00:00",18.9,108.2,120,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,23.1,tropical cyclone,"2020/11/16, 06:00:00",19.4,107.7,126,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,21.5,tropical cyclone,"2020/11/16, 12:00:00",19.7,107.4,132,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,17.1,tropical cyclone,"2020/11/16, 18:00:00",20.1,107.2,138,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,0,16.2,tropical cyclone,"2020/11/17, 00:00:00",21.0,107.4,144,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,26.2,tropical cyclone,"2020/11/11, 00:00:00",14.2,124.5,0,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,27.7,tropical cyclone,"2020/11/11, 06:00:00",14.3,123.5,6,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,29.1,tropical cyclone,"2020/11/11, 12:00:00",14.6,122.9,12,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,30.8,tropical cyclone,"2020/11/11, 18:00:00",15.1,122.0,18,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,23.7,tropical cyclone,"2020/11/12, 00:00:00",15.9,120.4,24,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,21.2,tropical cyclone,"2020/11/12, 06:00:00",15.5,118.7,30,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,22.1,tropical cyclone,"2020/11/12, 12:00:00",15.4,118.4,36,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,23.2,tropical cyclone,"2020/11/12, 18:00:00",15.5,117.3,42,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,27.7,tropical cyclone,"2020/11/13, 00:00:00",15.7,116.5,48,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,30.0,tropical cyclone,"2020/11/13, 06:00:00",15.8,115.7,54,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,28.9,tropical cyclone,"2020/11/13, 12:00:00",15.8,115.2,60,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,28.3,tropical cyclone,"2020/11/13, 18:00:00",16.3,114.6,66,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,30.5,tropical cyclone,"2020/11/14, 00:00:00",16.5,114.1,72,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,29.8,tropical cyclone,"2020/11/14, 06:00:00",16.8,113.6,78,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,30.1,tropical cyclone,"2020/11/14, 12:00:00",17.2,113.1,84,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,28.5,tropical cyclone,"2020/11/14, 18:00:00",17.6,112.7,90,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,27.6,tropical cyclone,"2020/11/15, 00:00:00",18.0,112.3,96,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,25.2,tropical cyclone,"2020/11/15, 06:00:00",18.2,112.0,102,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,26.4,tropical cyclone,"2020/11/15, 12:00:00",18.6,111.9,108,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,26.0,tropical cyclone,"2020/11/15, 18:00:00",18.9,111.7,114,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,24.8,tropical cyclone,"2020/11/16, 00:00:00",19.3,111.6,120,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,20.9,tropical cyclone,"2020/11/16, 06:00:00",19.4,111.3,126,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,16.5,tropical cyclone,"2020/11/16, 12:00:00",19.6,110.8,132,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,13.9,tropical cyclone,"2020/11/16, 18:00:00",20.0,110.1,138,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,11.9,tropical cyclone,"2020/11/17, 00:00:00",20.6,109.7,144,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,1,11.8,tropical cyclone,"2020/11/17, 06:00:00",21.3,109.4,150,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,27.6,tropical cyclone,"2020/11/11, 00:00:00",14.3,124.9,0,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,31.6,tropical cyclone,"2020/11/11, 06:00:00",14.5,123.8,6,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,32.3,tropical cyclone,"2020/11/11, 12:00:00",14.9,122.9,12,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,32.2,tropical cyclone,"2020/11/11, 18:00:00",15.5,121.7,18,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,23.8,tropical cyclone,"2020/11/12, 00:00:00",16.1,120.1,24,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,22.7,tropical cyclone,"2020/11/12, 06:00:00",15.8,118.7,30,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,23.5,tropical cyclone,"2020/11/12, 12:00:00",15.7,118.2,36,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,25.6,tropical cyclone,"2020/11/12, 18:00:00",15.8,117.3,42,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,26.2,tropical cyclone,"2020/11/13, 00:00:00",15.9,116.5,48,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,27.0,tropical cyclone,"2020/11/13, 06:00:00",16.3,115.8,54,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,29.4,tropical cyclone,"2020/11/13, 12:00:00",16.5,115.1,60,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,28.3,tropical cyclone,"2020/11/13, 18:00:00",16.5,114.4,66,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,27.7,tropical cyclone,"2020/11/14, 00:00:00",16.7,113.9,72,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,26.1,tropical cyclone,"2020/11/14, 06:00:00",16.8,113.3,78,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,25.9,tropical cyclone,"2020/11/14, 12:00:00",16.7,112.6,84,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,23.8,tropical cyclone,"2020/11/14, 18:00:00",16.5,111.9,90,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,22.6,tropical cyclone,"2020/11/15, 00:00:00",16.5,111.3,96,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,19.4,tropical cyclone,"2020/11/15, 06:00:00",16.6,110.6,102,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,18.7,tropical cyclone,"2020/11/15, 12:00:00",16.7,110.0,108,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,18.1,tropical cyclone,"2020/11/15, 18:00:00",16.9,109.2,114,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,18.8,tropical cyclone,"2020/11/16, 00:00:00",17.2,108.5,120,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,2,16.5,tropical cyclone,"2020/11/16, 06:00:00",17.6,107.8,126,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,25.6,tropical cyclone,"2020/11/11, 00:00:00",14.7,124.3,0,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,30.8,tropical cyclone,"2020/11/11, 06:00:00",14.8,123.5,6,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,35.1,tropical cyclone,"2020/11/11, 12:00:00",15.0,122.3,12,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,29.3,tropical cyclone,"2020/11/11, 18:00:00",15.2,121.1,18,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,25.8,tropical cyclone,"2020/11/12, 00:00:00",15.8,119.3,24,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,23.5,tropical cyclone,"2020/11/12, 06:00:00",15.5,118.1,30,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,24.0,tropical cyclone,"2020/11/12, 12:00:00",15.3,117.1,36,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,24.4,tropical cyclone,"2020/11/12, 18:00:00",15.2,116.4,42,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,23.5,tropical cyclone,"2020/11/13, 00:00:00",15.2,115.7,48,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,26.7,tropical cyclone,"2020/11/13, 06:00:00",15.2,114.8,54,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,28.0,tropical cyclone,"2020/11/13, 12:00:00",15.2,114.1,60,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,30.1,tropical cyclone,"2020/11/13, 18:00:00",15.4,113.3,66,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,31.9,tropical cyclone,"2020/11/14, 00:00:00",15.4,112.5,72,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,32.7,tropical cyclone,"2020/11/14, 06:00:00",15.6,111.9,78,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,28.3,tropical cyclone,"2020/11/14, 12:00:00",15.8,111.4,84,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,24.4,tropical cyclone,"2020/11/14, 18:00:00",16.1,110.8,90,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,24.6,tropical cyclone,"2020/11/15, 00:00:00",16.7,110.0,96,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,23.1,tropical cyclone,"2020/11/15, 06:00:00",17.1,109.3,102,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,21.8,tropical cyclone,"2020/11/15, 12:00:00",17.8,108.8,108,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,20.9,tropical cyclone,"2020/11/15, 18:00:00",18.2,108.0,114,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,20.9,tropical cyclone,"2020/11/16, 00:00:00",18.7,107.4,120,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,19.0,tropical cyclone,"2020/11/16, 06:00:00",19.3,106.9,126,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,19.3,tropical cyclone,"2020/11/16, 12:00:00",19.9,106.7,132,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,14.3,tropical cyclone,"2020/11/16, 18:00:00",20.5,106.4,138,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,3,10.1,tropical cyclone,"2020/11/17, 00:00:00",21.2,106.5,144,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,25.9,tropical cyclone,"2020/11/11, 00:00:00",14.5,124.6,0,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,33.1,tropical cyclone,"2020/11/11, 06:00:00",15.0,123.5,6,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,36.9,tropical cyclone,"2020/11/11, 12:00:00",15.3,122.3,12,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,24.7,tropical cyclone,"2020/11/11, 18:00:00",15.9,120.7,18,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,23.4,tropical cyclone,"2020/11/12, 00:00:00",15.4,119.5,24,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,21.9,tropical cyclone,"2020/11/12, 06:00:00",15.6,118.7,30,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,23.6,tropical cyclone,"2020/11/12, 12:00:00",15.5,117.8,36,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,24.9,tropical cyclone,"2020/11/12, 18:00:00",15.5,117.1,42,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,24.2,tropical cyclone,"2020/11/13, 00:00:00",15.8,116.2,48,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,26.5,tropical cyclone,"2020/11/13, 06:00:00",15.6,115.2,54,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,25.8,tropical cyclone,"2020/11/13, 12:00:00",15.6,114.6,60,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,24.7,tropical cyclone,"2020/11/13, 18:00:00",15.6,113.8,66,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,24.9,tropical cyclone,"2020/11/14, 00:00:00",15.7,113.0,72,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,25.7,tropical cyclone,"2020/11/14, 06:00:00",16.0,112.2,78,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,24.9,tropical cyclone,"2020/11/14, 12:00:00",16.1,111.6,84,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,23.8,tropical cyclone,"2020/11/14, 18:00:00",16.3,110.6,90,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,24.3,tropical cyclone,"2020/11/15, 00:00:00",16.9,110.0,96,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,24.5,tropical cyclone,"2020/11/15, 06:00:00",17.8,109.2,102,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,23.2,tropical cyclone,"2020/11/15, 12:00:00",18.4,108.4,108,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,24.6,tropical cyclone,"2020/11/15, 18:00:00",19.0,107.7,114,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,24.6,tropical cyclone,"2020/11/16, 00:00:00",19.7,107.4,120,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,24.3,tropical cyclone,"2020/11/16, 06:00:00",20.3,107.4,126,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,21.2,tropical cyclone,"2020/11/16, 12:00:00",20.8,107.4,132,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,13.8,tropical cyclone,"2020/11/16, 18:00:00",21.8,107.4,138,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,4,9.2,tropical cyclone,"2020/11/17, 00:00:00",22.7,107.7,144,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,27.6,tropical cyclone,"2020/11/11, 00:00:00",14.5,124.7,0,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,34.8,tropical cyclone,"2020/11/11, 06:00:00",14.6,123.6,6,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,38.9,tropical cyclone,"2020/11/11, 12:00:00",14.8,122.7,12,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,34.8,tropical cyclone,"2020/11/11, 18:00:00",15.2,121.8,18,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,25.5,tropical cyclone,"2020/11/12, 00:00:00",15.8,120.0,24,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,23.4,tropical cyclone,"2020/11/12, 06:00:00",15.4,118.6,30,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,25.0,tropical cyclone,"2020/11/12, 12:00:00",15.4,117.8,36,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,24.6,tropical cyclone,"2020/11/12, 18:00:00",15.5,116.9,42,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,23.6,tropical cyclone,"2020/11/13, 00:00:00",15.4,116.2,48,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,23.6,tropical cyclone,"2020/11/13, 06:00:00",15.4,115.3,54,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,26.9,tropical cyclone,"2020/11/13, 12:00:00",15.4,114.8,60,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,26.9,tropical cyclone,"2020/11/13, 18:00:00",15.5,114.2,66,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,27.1,tropical cyclone,"2020/11/14, 00:00:00",15.6,113.5,72,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,26.5,tropical cyclone,"2020/11/14, 06:00:00",15.9,112.9,78,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,27.6,tropical cyclone,"2020/11/14, 12:00:00",16.3,112.2,84,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,24.4,tropical cyclone,"2020/11/14, 18:00:00",16.4,111.3,90,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,24.5,tropical cyclone,"2020/11/15, 00:00:00",16.7,110.5,96,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,21.9,tropical cyclone,"2020/11/15, 06:00:00",16.8,109.7,102,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,21.6,tropical cyclone,"2020/11/15, 12:00:00",17.4,109.3,108,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,19.8,tropical cyclone,"2020/11/15, 18:00:00",18.0,108.3,114,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,20.1,tropical cyclone,"2020/11/16, 00:00:00",18.6,107.7,120,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,18.1,tropical cyclone,"2020/11/16, 06:00:00",19.0,107.2,126,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,20.7,tropical cyclone,"2020/11/16, 12:00:00",19.9,107.1,132,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,16.7,tropical cyclone,"2020/11/16, 18:00:00",21.0,107.1,138,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,5,10.6,tropical cyclone,"2020/11/17, 00:00:00",22.1,107.4,144,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,6,26.8,tropical cyclone,"2020/11/11, 00:00:00",14.4,124.3,0,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,6,29.6,tropical cyclone,"2020/11/11, 06:00:00",14.4,123.2,6,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,6,32.5,tropical cyclone,"2020/11/11, 12:00:00",14.8,122.3,12,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,6,27.6,tropical cyclone,"2020/11/11, 18:00:00",15.2,120.9,18,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,6,27.9,tropical cyclone,"2020/11/12, 00:00:00",15.2,119.1,24,"2020/11/11, 00:00:00"
ensembleforecast,egrr,met office,mogreps-g,wp,vamco,abby,25,6,22.8,tropical cyclone,"2020/11/12, 06:00:00",14.9,118.1,30,"2020/11/11, 00:00:00"
