Mtype,institute_name,product,model_name,basin,cycloneName,cycloneName2,cycloneNumber,ensemble,cyc_speed,cyc_cat,time,lat,lon,vhr,forecast_time
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,36.1,,"2020/11/10, 12:00:00",14.4,127.2,12,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,38.0,,"2020/11/10, 18:00:00",14.4,126.3,18,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,37.8,,"2020/11/11, 00:00:00",14.3,125.3,24,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,40.6,,"2020/11/11, 06:00:00",14.2,124.3,30,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,40.4,,"2020/11/11, 12:00:00",13.9,123.5,36,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,44.6,,"2020/11/11, 18:00:00",14.0,122.5,42,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,38.7,,"2020/11/12, 00:00:00",14.1,121.0,48,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,39.4,,"2020/11/12, 06:00:00",14.0,120.0,54,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,46.4,,"2020/11/12, 12:00:00",14.3,118.6,60,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,49.4,,"2020/11/12, 18:00:00",14.3,117.0,66,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,48.4,,"2020/11/13, 00:00:00",14.0,115.8,72,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,51.5,,"2020/11/13, 06:00:00",13.9,114.8,78,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,47.5,,"2020/11/13, 12:00:00",13.9,113.8,84,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,50.8,,"2020/11/13, 18:00:00",14.0,112.8,90,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,49.6,,"2020/11/14, 00:00:00",14.2,111.6,96,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,48.5,,"2020/11/14, 06:00:00",14.3,110.4,102,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,51.1,,"2020/11/14, 12:00:00",14.7,109.6,108,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,45.9,,"2020/11/14, 18:00:00",15.1,108.5,114,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,30.3,,"2020/11/15, 00:00:00",15.6,106.9,120,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,24.2,,"2020/11/15, 06:00:00",15.7,105.6,126,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,23.0,,"2020/11/15, 12:00:00",15.8,104.4,132,"2020/11/10, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,37.5,,"2020/11/10, 06:00:00",14.0,128.1,0,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,40.4,,"2020/11/10, 12:00:00",14.4,127.0,6,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,41.8,,"2020/11/10, 18:00:00",14.4,126.0,12,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,46.7,,"2020/11/11, 00:00:00",14.3,125.1,18,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,46.7,,"2020/11/11, 06:00:00",14.2,124.2,24,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,47.0,,"2020/11/11, 12:00:00",14.0,123.3,30,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,53.1,,"2020/11/11, 18:00:00",14.2,122.2,36,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,41.7,,"2020/11/12, 00:00:00",14.0,120.9,42,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,46.2,,"2020/11/12, 06:00:00",14.2,119.8,48,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,49.9,,"2020/11/12, 12:00:00",14.4,118.3,54,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,49.4,,"2020/11/12, 18:00:00",14.3,116.8,60,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,48.8,,"2020/11/13, 00:00:00",14.1,115.5,66,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,51.0,,"2020/11/13, 06:00:00",13.6,114.4,72,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,50.5,,"2020/11/13, 12:00:00",13.6,113.5,78,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,51.8,,"2020/11/13, 18:00:00",13.7,112.5,84,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,53.7,,"2020/11/14, 00:00:00",13.9,111.3,90,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,51.2,,"2020/11/14, 06:00:00",14.1,110.1,96,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,48.6,,"2020/11/14, 12:00:00",14.4,109.0,102,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,28.9,,"2020/11/14, 18:00:00",14.9,107.5,108,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,25.9,,"2020/11/15, 00:00:00",15.5,106.0,114,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,23.7,,"2020/11/15, 06:00:00",15.5,104.6,120,"2020/11/10, 06:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,42.3,,"2020/11/10, 12:00:00",14.4,127.0,0,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,47.8,,"2020/11/10, 18:00:00",14.6,125.7,6,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,53.4,,"2020/11/11, 00:00:00",14.5,124.9,12,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,54.6,,"2020/11/11, 06:00:00",14.3,123.9,18,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,54.6,,"2020/11/11, 12:00:00",14.5,123.2,24,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,64.5,,"2020/11/11, 18:00:00",14.6,122.3,30,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,38.9,,"2020/11/12, 00:00:00",14.9,120.8,36,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,42.5,,"2020/11/12, 06:00:00",15.1,119.3,42,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,45.3,,"2020/11/12, 12:00:00",15.0,117.8,48,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,42.2,,"2020/11/12, 18:00:00",14.7,116.6,54,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,39.8,,"2020/11/13, 00:00:00",14.5,115.8,60,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,41.2,,"2020/11/13, 06:00:00",14.5,114.8,66,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,45.1,,"2020/11/13, 12:00:00",14.7,113.9,72,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,43.6,,"2020/11/13, 18:00:00",14.8,112.7,78,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,43.6,,"2020/11/14, 00:00:00",14.8,111.5,84,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,42.1,,"2020/11/14, 06:00:00",15.0,110.4,90,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,44.2,,"2020/11/14, 12:00:00",15.3,109.5,96,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,46.1,,"2020/11/14, 18:00:00",15.7,108.3,102,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,34.5,,"2020/11/15, 00:00:00",16.0,106.7,108,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,27.4,,"2020/11/15, 06:00:00",16.0,105.3,114,"2020/11/10, 12:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,46.4,,"2020/11/10, 18:00:00",14.5,125.7,0,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,51.9,,"2020/11/11, 00:00:00",14.4,124.8,6,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,51.9,,"2020/11/11, 06:00:00",14.4,123.8,12,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,58.6,,"2020/11/11, 12:00:00",14.5,123.3,18,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,60.6,,"2020/11/11, 18:00:00",14.9,122.0,24,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,38.4,,"2020/11/12, 00:00:00",15.1,120.5,30,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,44.3,,"2020/11/12, 06:00:00",15.2,118.8,36,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,41.5,,"2020/11/12, 12:00:00",14.6,117.5,42,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,37.3,,"2020/11/12, 18:00:00",14.3,116.7,48,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,40.2,,"2020/11/13, 00:00:00",14.3,115.8,54,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,42.1,,"2020/11/13, 06:00:00",14.4,114.7,60,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,44.6,,"2020/11/13, 12:00:00",14.3,113.5,66,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,43.1,,"2020/11/13, 18:00:00",14.2,112.3,72,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,43.7,,"2020/11/14, 00:00:00",14.2,111.3,78,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,41.5,,"2020/11/14, 06:00:00",14.4,110.3,84,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,45.9,,"2020/11/14, 12:00:00",14.7,109.3,90,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,40.7,,"2020/11/14, 18:00:00",15.2,108.1,96,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,29.2,,"2020/11/15, 00:00:00",15.8,106.4,102,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,23.4,,"2020/11/15, 06:00:00",15.7,104.9,108,"2020/11/10, 18:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,48.6,,"2020/11/11, 00:00:00",14.6,124.6,0,"2020/11/11, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,51.7,,"2020/11/11, 06:00:00",14.7,123.6,6,"2020/11/11, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,64.7,,"2020/11/11, 12:00:00",14.8,122.9,12,"2020/11/11, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,56.9,,"2020/11/11, 18:00:00",15.2,121.6,18,"2020/11/11, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,43.0,,"2020/11/12, 00:00:00",15.6,119.8,24,"2020/11/11, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,44.0,,"2020/11/12, 06:00:00",15.2,118.3,30,"2020/11/11, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,39.5,,"2020/11/12, 12:00:00",14.7,117.4,36,"2020/11/11, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,38.6,,"2020/11/12, 18:00:00",14.7,116.5,42,"2020/11/11, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,40.0,,"2020/11/13, 00:00:00",14.7,115.4,48,"2020/11/11, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,41.6,,"2020/11/13, 06:00:00",14.8,114.3,54,"2020/11/11, 00:00:00"
forecast,rjtd,jma,jma-gsm,,vamco,abby,22,none,44.2,,"2020/11/13, 12:00:00",14.7,113.2,60,"2020/11/11, 00:00:00"
