pcode_level4;perc_u5;perc_o65
PH126319004;0.13728223;0.026480836
PH126319005;0.181271253;0.032173686
PH126319006;0.173745174;0.040755041
PH126319007;0.187092096;0.016678753
PH126319008;0.153433698;0.038152196
PH126319009;0.176785153;0.0246933
PH126319010;0.183698297;0.031143552
PH126319011;0.153284672;0.03874228
PH126319012;0.14128129;0.042002546
PH126319013;0.183713584;0.012285012
PH126319014;0.150112867;0.03360923
PH126319015;0.158759806;0.024654464
PH126319016;0.13998538;0.039108187
PH126319017;0.197892272;0.021077283
PH126319018;0.148186528;0.026597582
PH126319019;0.212845917;0.019132217
PH126501001;0.140635211;0.038687753
PH126501002;0.132578141;0.042164884
PH126501003;0.123025123;0.047915048
PH126501004;0.140097743;0.034209914
PH126501005;0.132910211;0.038454359
PH126501006;0.128921194;0.04475899
PH126501008;0.126443255;0.03618699
PH126501009;0.125526075;0.048673376
PH126501010;0.130679534;0.038600724
PH126501011;0.114041175;0.047883414
PH126501012;0.119722074;0.030464992
PH126501013;0.134565999;0.018489985
PH126501014;0.142690058;0.019883041
PH126501015;0.148190045;0.021493213
PH126501016;0.153432032;0.011215792
PH126501017;0.177740864;0.02192691
PH126501018;0.119329792;0.028606457
PH126501019;0.151857835;0.035002693
PH126501020;0.13450795;0.045552213
PH126502002;0.155578301;0.032753327
PH126502009;0.147381624;0.018501098
PH126502010;0.181111111;0.018888889
PH126502011;0.126955475;0.014440433
PH126502015;0.1385;0.0435
PH126502016;0.154711674;0.011720581
PH126502017;0.173441734;0.021680217
PH126502019;0.145896657;0.04331307
PH126502021;0.160453044;0.022652194
PH126502022;0.137526652;0.02771855
PH126502023;0.122894662;0.035826434
PH126502024;0.226012793;0.012793177
PH126502027;0.191624365;0.027918782
PH126502028;0.099717115;0.036067893
PH126502030;0.129555997;0.039430086
PH126502032;0.140239605;0.038054968
PH126503001;0.127272727;0.043137255
PH126503003;0.124655647;0.048209366
PH126503005;0.113587347;0.047807333
PH126503007;0.121364092;0.05115346
PH126503008;0.145919209;0.023907667
PH126503011;0.146236559;0.03483871
PH126503016;0.175589667;0.027330588
PH126503018;0.112066574;0.047988904
PH126503020;0.132398221;0.026342798
PH126503021;0.147654448;0.025634453
PH126503022;0.113036304;0.049642464
PH126503023;0.109013092;0.046827795
PH126503024;0.109693878;0.061791383
PH126503032;0.123497997;0.052736983
PH126503033;0.137400794;0.046130952
PH126503034;0.13559322;0.043583535
PH126503035;0.111505876;0.045367587
PH126503036;0.115818182;0.049636364
PH126503037;0.174475386;0.017157186
PH126504003;0.118873148;0.055039896
PH126504005;0.14577024;0.030688472
PH126504007;0.132655864;0.046965119
PH126504009;0.128881988;0.032436163
PH126504010;0.115557554;0.052158273
PH126504011;0.11265674;0.046630094
PH126504012;0.124853229;0.040704501
PH126504013;0.133603871;0.034649602
PH126504016;0.130707763;0.039764079
PH126504018;0.115384615;0.054990464
PH126504019;0.133333333;0.046067416
PH126504020;0.180114723;0.021032505
PH126504021;0.123256728;0.03722255
PH126504022;0.138434321;0.037593985
PH126504024;0.117117117;0.05045045
PH126504026;0.12162607;0.037360105
PH126504028;0.099614396;0.053984576
PH126505001;0.132325914;0.050030631
PH126505004;0.140096618;0.036012297
PH126505006;0.130672269;0.045798319
PH126505007;0.196065129;0.021031208
PH126505011;0.154929577;0.03943662
PH126505013;0.139558574;0.037691002
PH126505014;0.133949192;0.034064665
PH126505015;0.119124912;0.044460127
PH126505016;0.141798585;0.031660492
PH126505017;0.145695364;0.030022075
PH126505018;0.172929936;0.01656051
PH126505019;0.167306216;0.018035303
PH126505020;0.144654088;0.030188679
PH126505021;0.160195873;0.020636586
PH126505022;0.13006483;0.03808752
PH126506001;0.125158428;0.039290241
PH126506003;0.128127522;0.045399516
PH126506004;0.161649215;0.038612565
PH126506005;0.153598281;0.039384175
PH126506006;0.142237641;0.037004915
PH126506007;0.158587672;0.025733094
PH126506008;0.154130703;0.031134402
PH126506009;0.17669632;0.030873888
PH126506010;0.170623145;0.029302671
PH126506012;0.116124751;0.02919708
PH126506013;0.136073932;0.057998725
PH126506014;0.114446529;0.053658537
PH126506015;0.122038765;0.06137832
PH126506016;0.121069644;0.060240964
PH126506017;0.1624495;0.034233468
PH126506018;0.125318761;0.045901639
PH126506019;0.124945199;0.042525208
PH126506020;0.145059566;0.03316982
PH126506021;0.18328279;0.023313116
PH126506022;0.13364904;0.03735859
PH126506023;0.127366609;0.035362228
PH126506024;0.14808207;0.04058876
PH126506025;0.130955777;0.036804565
PH126506026;0.13200431;0.040409483
PH126506027;0.107331648;0.048954263
PH126506028;0.118822674;0.049055233
PH126506029;0.144689584;0.03950744
PH126507001;0.098913346;0.033156868
PH126507002;0.194751042;0.010056414
PH126507003;0.133941713;0.029879305
PH126507004;0.168099421;0.010745655
PH126507005;0.181049069;0.007191201
PH126507006;0.110619469;0.01460177
PH126507007;0.1277484;0.030336766
PH126507008;0.11387632;0.013826043
PH126507009;0.145088808;0.017761609
PH126507010;0.183136899;0.029351768
PH126507011;0.136269136;0.030807031
PH126508001;0.169287697;0.038852914
PH126508002;0.133134625;0.046696473
PH126508004;0.135862913;0.039167687
PH126508005;0.105527638;0.043969849
PH126508006;0.119631902;0.050920245
PH126508007;0.113000549;0.059243006
PH126508008;0.154767848;0.036944583
PH126508009;0.129477773;0.044454035
PH126508010;0.147474747;0.043232323
PH126508011;0.112827401;0.05238415
PH126508012;0.115539452;0.050322061
PH126508013;0.127936242;0.039848993
PH126508014;0.123515439;0.053048298
PH126508015;0.15471273;0.035298535
PH126508016;0.112585444;0.049859268
PH126508017;0.164932758;0.026896727
PH126508018;0.163131099;0.028638099
PH126508019;0.254588514;0.01687389
PH126508020;0.145346748;0.048957959
PH126508021;0.131656805;0.039053254
PH126508022;0.171474359;0.028445513
PH126508023;0.1507431;0.006794055
PH126508024;0.159602902;0.039327988
PH126508025;0.121998829;0.025180558
PH126508027;0.126984127;0.055770056
PH126508028;0.160692588;0.032199271
PH126509001;0.183763373;0.021397105
PH126509002;0.166044143;0.031239389
PH126509003;0.071393402;0.024126046
PH126509004;0.12783852;0.03195963
PH126509005;0.19382877;0.026075619
PH126509006;0.149059334;0.007959479
PH126509007;0.254409171;0.010141093
PH126509009;0.116610169;0.026440678
PH126509010;0.176806084;0.019011407
PH126509011;0.171330176;0.017219113
PH126509013;0.126022913;0.033551555
PH126509014;0.193005181;0.013601036
PH126509015;0.207656004;0.011012061
PH126509016;0.18136646;0.009937888
PH126509017;0.113577023;0.018276762
PH126509018;0.140671273;0.016288253
PH126509020;0.129895885;0.005453644
PH126509021;0.127952756;0.02007874
PH126509022;0.116733467;0.009519038
PH126509023;0.246075353;0.01177394
PH126509024;0.05625;0.022159091
PH126509025;0.129398411;0.012485812
PH126509026;0.155742097;0.013752456
PH126509027;0.137931034;0.039132119
PH126509028;0.214953271;0.013194063
PH126509029;0.169036335;0.002369668
PH126509030;0.095994475;0.020718232
PH126509031;0.163741901;0.024298056
PH126509032;0.129234273;0.035582124
PH126509033;0.146004481;0.02613891
PH126509034;0.153886555;0.013655462
PH126509035;0.170928668;0.02422611
PH126509036;0.220130933;0.004909984
PH126509038;0.211958947;0.011601963
PH126509039;0.162407255;0.018961253
PH126509040;0.201626961;0.005810575
PH126509041;0.217780841;0.017229497
PH126509042;0.149612209;0.020265199
PH126509043;0.134416544;0.019940916
PH126509044;0.113891726;0.020939734
PH126510001;0.100706714;0.046819788
PH126510003;0.10325857;0.053745239
PH126510004;0.172682236;0.024062279
PH126510005;0.145833333;0.049818841
PH126510007;0.100571429;0.065714286
PH126510008;0.113833992;0.057312253
PH126510009;0.110337141;0.052939537
PH126510012;0.150345622;0.031682028
PH126510013;0.097997893;0.070600632
PH126510014;0.104599407;0.071216617
PH126510015;0.130352046;0.038058991
PH126510016;0.124269456;0.044601661
PH126510018;0.116551724;0.044827586
PH126510020;0.13362069;0.036206897
PH126510021;0.140532544;0.035009862
PH126510022;0.110565111;0.087223587
PH126510023;0.138071066;0.040270728
PH126510025;0.124171608;0.046389955
PH126510026;0.117379436;0.04822566
PH126511001;0.126634769;0.062838915
PH126511002;0.1003996;0.047952048
PH126511003;0.131305044;0.033626902
PH126511004;0.135919455;0.03257329
PH126511005;0.09660767;0.067846608
PH126511006;0.120238642;0.044668808
PH126511007;0.147601476;0.027880279
PH126511008;0.129789272;0.025063857
PH126511010;0.111860644;0.040047818
PH126511011;0.11627907;0.045080501
PH126511012;0.120148498;0.046574418
PH126511013;0.110871041;0.05234891
PH126511014;0.121768356;0.048086867
PH126511015;0.126339969;0.050535988
PH126511016;0.120210136;0.044653894
PH126511019;0.118849238;0.042760572
PH126511020;0.129817987;0.042558887
PH126511021;0.126164596;0.041149068
PH126511022;0.104222821;0.04492363
PH126511023;0.171359614;0.05390185
PH126512001;0.146077156;0.025140876
PH126512002;0.137944664;0.033201581
PH126512003;0.135783946;0.03675919
PH126512004;0.135036496;0.042822384
PH126512005;0.127442651;0.02548853
PH126512006;0.114857143;0.047428571
PH126512007;0.13362069;0.036637931
PH126512008;0.081367925;0.044811321
PH126512009;0.160239001;0.022270505
PH126512010;0.15718979;0.025524387
PH126512011;0.11593278;0.043182302
PH126512012;0.173611111;0.026681287
PH126512013;0.112445939;0.048534358
PH126512014;0.120338983;0.044067797
PH126512015;0.117180984;0.038365304
PH126512016;0.175340035;0.011827321
PH126512017;0.181998676;0.037723362
PH126512018;0.127064803;0.037272342
PH126512019;0.100833333;0.0425
PH126512020;0.162672476;0.023238925
PH128001001;0.147298675;0.031218145
PH128001002;0.143806647;0.041087613
PH128001003;0.140358951;0.03152324
PH128001004;0.178441084;0.014989572
PH128001005;0.167238618;0.03042782
PH128001006;0.131608016;0.035821367
PH128001007;0.138676065;0.036929206
PH128001008;0.164755503;0.025965467
PH128001009;0.166016472;0.027308192
PH128001010;0.131020769;0.04341582
PH128001011;0.151015801;0.03724605
PH128001012;0.144944477;0.036820573
PH128001013;0.145645279;0.038302025
PH128002001;0.131295488;0.030567686
PH128002002;0.156929348;0.029891304
PH128002003;0.165231432;0.044133477
PH128002004;0.148723404;0.036808511
PH128002005;0.128895184;0.036543909
PH128002006;0.134985328;0.036191718
PH128002007;0.128776862;0.038778478
PH128002008;0.134322208;0.024721879
PH128002009;0.175611305;0.031120991
PH128002010;0.154060325;0.029698376
PH128002011;0.186720143;0.019756387
PH128002012;0.184945366;0.019830028
PH128002013;0.129073756;0.051886792
PH128002014;0.130959565;0.046167773
PH128002015;0.138438567;0.047994881
PH128002016;0.180161943;0.020242915
PH128002017;0.141301059;0.033282905
PH128002018;0.122151322;0.052871468
PH128002019;0.149626651;0.034462952
PH128002020;0.128108515;0.036171816
PH128002021;0.150053022;0.020678685
PH128002022;0.143158212;0.026795123
PH128002023;0.10578883;0.048104362
PH128002024;0.141877999;0.047978067
PH128002025;0.150568182;0.016477273
PH128002026;0.115054718;0.047027507
PH128002027;0.13721467;0.032059502
PH128002028;0.143523921;0.043562816
PH128002029;0.127505083;0.033110659
PH128002030;0.131208054;0.05704698
PH128002031;0.128681178;0.03425096
PH128003001;0.153763054;0.038890889
PH128003002;0.15232358;0.034423408
PH128003003;0.162363741;0.023522662
PH128003004;0.164251208;0.031884058
PH128003005;0.168160478;0.03030303
PH128003006;0.159307577;0.039889614
PH128003007;0.143024619;0.048065651
PH128003008;0.11556829;0.050620821
PH128003009;0.109795479;0.048439182
PH128003010;0.153846154;0.038565208
PH128003011;0.142751479;0.058431953
PH128003012;0.170947741;0.031443756
PH128003013;0.144986727;0.038390852
PH128003014;0.126434072;0.045890303
PH128003015;0.140571983;0.050412021
PH128003016;0.135904156;0.028079371
PH128003017;0.147540984;0.035128806
PH128003018;0.17033543;0.03721174
PH128003019;0.145451309;0.035250134
PH128004001;0.171055645;0.017632242
PH128004002;0.149621212;0.03030303
PH128004003;0.136197441;0.038025594
PH128004004;0.160739687;0.023897582
PH128004005;0.13576936;0.038216561
PH128004006;0.154848261;0.032568468
PH128004007;0.150062422;0.027465668
PH128004008;0.171586716;0.026445264
PH128004009;0.160749292;0.025702461
PH128004010;0.160335866;0.025189924
PH128004011;0.156862745;0.044186689
PH128004012;0.17366283;0.022342586
PH128004013;0.168446026;0.029062871
PH128004014;0.139493894;0.036510135
PH128004015;0.124271845;0.036893204
PH128004016;0.15;0.025170068
PH128005001;0.215043394;0.011571842
PH128005002;0.153650794;0.036825397
PH128005003;0.158392435;0.034672971
PH128005004;0.150193798;0.058139535
PH128005005;0.169316375;0.050079491
PH128005006;0.14159292;0.052576783
PH128005007;0.141810187;0.037376328
PH128005008;0.108739609;0.072343294
PH128005009;0.14983165;0.036195286
PH128005010;0.141613924;0.02056962
PH128005011;0.141318977;0.041049798
PH128005012;0.125;0.055970149
PH128005013;0.15794335;0.013238916
PH128005014;0.147190453;0.039781203
PH128005015;0.157271702;0.031003382
PH128005016;0.139104698;0.02145764
PH128005017;0.196134574;0.021116679
PH128005018;0.150883838;0.035984848
PH128005019;0.197471403;0.018061409
PH128006001;0.14811182;0.028200098
PH128006002;0.148512355;0.019162885
PH128006003;0.177839335;0.01043398
PH128006004;0.133802817;0.028609155
PH128006005;0.150063586;0.041119118
PH128006006;0.139644045;0.03716018
PH128006007;0.15821948;0.031732041
PH128006008;0.141896985;0.035113065
PH128006009;0.166816952;0.020352956
PH128006010;0.147744946;0.030793157
PH128006011;0.166719243;0.025867508
PH128006012;0.158736129;0.011284559
PH128007001;0.143841516;0.030146425
PH128007002;0.16217644;0.046487058
PH128007003;0.145795247;0.02833638
PH128007004;0.168584292;0.034017009
PH128007005;0.121673924;0.061683599
PH128007006;0.14439946;0.031039136
PH128007007;0.131309148;0.037066246
PH128007008;0.144915933;0.024819856
PH128007009;0.144524545;0.036731892
PH128007010;0.145090044;0.031260618
PH128007011;0.140771028;0.048481308
PH128007012;0.138024357;0.029769959
PH128007013;0.162280702;0.025518341
PH128007014;0.125771239;0.035595634
PH128007015;0.148890785;0.044368601
PH128007016;0.174512055;0.027095293
PH128007017;0.163385827;0.034120735
PH128007018;0.133643617;0.050531915
PH128007019;0.143122553;0.036626634
PH128007020;0.133985825;0.046911914
PH128007021;0.132504548;0.033959976
PH128007022;0.178144565;0.017643711
PH128007023;0.132895402;0.040828701
PH128007024;0.167932489;0.021940928
PH128007025;0.134854772;0.018326418
PH128007026;0.145188794;0.036784409
PH128007027;0.127253064;0.047584715
PH128007028;0.152086629;0.022508821
PH128007029;0.131394921;0.05520795
PH128007030;0.141253508;0.032273152
PH128007031;0.147984153;0.039151713
PH129804001;0.204664498;0.025527926
PH129804002;0.180171782;0.028164325
PH129804003;0.155155783;0.026912318
PH129804004;0.104712042;0.027612422
PH129804005;0.131454228;0.021451734
PH129804006;0.110688681;0.021181838
PH129804007;0.14148073;0.018864097
PH129804008;0.098437272;0.031984811
PH129804009;0.174414601;0.02238292
PH129804010;0.139689948;0.021336889
PH129804011;0.11255945;0.019904879
PH129804012;0.152491273;0.013805141
PH129804013;0.168509213;0.018425461
PH129804014;0.15350062;0.042596035
PH129804015;0.069381107;0.030944625
PH129804016;0.089691322;0.035527082
PH129804017;0.147912424;0.025330957
PH129804018;0.132938766;0.03551104
PH129804019;0.170223408;0.018839613
PH129804020;0.089035869;0.040193335
PH129804021;0.0970835;0.048142229
PH129804022;0.12089746;0.025588726
PH129804023;0.120859036;0.046835732
PH129804024;0.114480409;0.034752981
PH129804025;0.116564417;0.033304119
PH129804026;0.13200821;0.03143567
PH129804027;0.105466917;0.034725481
PH129804028;0.141886696;0.035503717
PH129804029;0.126239512;0.028159166
PH129804030;0.116607325;0.041327569
PH129804031;0.086620926;0.045883362
PH129804032;0.126743481;0.04467354
PH129804033;0.125932625;0.026000452
PH129804034;0.212715105;0.013145315
PH129804035;0.142857143;0.028571429
PH129804036;0.153969527;0.019513499
PH129804037;0.152931181;0.022939677
PH133901001;0.112854251;0.033906883
PH133901002;0.12755716;0.030084236
PH133901003;0.110229277;0.047619048
PH133901004;0.143162393;0.045405983
PH133901005;0.119266055;0.040033361
PH133901006;0.097891566;0.05873494
PH133901007;0.155445545;0.026732673
PH133901008;0.153284672;0.03649635
PH133901009;0.146453089;0.04576659
PH133901010;0.238095238;0.026455026
PH133901011;0.131170018;0.033820841
PH133901012;0.141296157;0.042954032
PH133901013;0.131140351;0.035087719
PH133901014;0.151116951;0.033727551
PH133901015;0.137327189;0.031336406
PH133901016;0.12109375;0.055245536
PH133901017;0.124690339;0.042113955
PH133901018;0.11728972;0.046261682
PH133901019;0.138924185;0.039813638
PH133901020;0.169291747;0.016708979
PH133901025;0.119723715;0.044512663
PH133901026;0.126158232;0.040983607
PH133901028;0.131497285;0.044608223
PH133901029;0.138005159;0.033319003
PH133901030;0.142201835;0.027522936
PH133901031;0.138271605;0.030687831
PH133901032;0.119315624;0.045475011
PH133901033;0.128150262;0.038991916
PH133901034;0.141439206;0.04528536
PH133901035;0.135986733;0.04145937
PH133901036;0.137351779;0.042490119
PH133901037;0.143877551;0.029081633
PH133901038;0.136621126;0.03832056
PH133901039;0.154878049;0.025203252
PH133901041;0.121694549;0.027792768
PH133901042;0.120196604;0.04334227
PH133901043;0.156434475;0.026269185
PH133901044;0.137749737;0.031545741
PH133901045;0.124946329;0.04765994
PH133901046;0.130094044;0.045454545
PH133901047;0.12147651;0.048322148
PH133901048;0.13009104;0.031384763
PH133901049;0.121345029;0.048245614
PH133901050;0.117601447;0.043163608
PH133901051;0.120900961;0.046041736
PH133901052;0.107093185;0.04659249
PH133901053;0.141363284;0.042602634
PH133901054;0.115577889;0.06588498
PH133901055;0.113335717;0.049338577
PH133901056;0.127256318;0.036401925
PH133901057;0.130044843;0.037668161
PH133901058;0.122623829;0.050870147
PH133901059;0.1135;0.014
PH133901060;0.14385801;0.038766931
PH133901061;0.138312979;0.032377166
PH133901062;0.124534327;0.04736562
PH133901063;0.11679711;0.068031306
PH133901064;0.113513514;0.037837838
PH133901065;0.137656428;0.043230944
PH133901066;0.147540984;0.03789304
PH133901067;0.126537786;0.038664323
PH133901068;0.132973944;0.043126685
PH133901069;0.118235562;0.054570259
PH133901070;0.130885122;0.040489642
PH133901071;0.12924282;0.054395126
PH133901072;0.138539797;0.034111311
PH133901073;0.134097421;0.038968481
PH133901074;0.120631342;0.049605411
PH133901075;0.123401535;0.050511509
PH133901076;0.121247793;0.048852266
PH133901077;0.130860742;0.046885934
PH133901078;0.112858464;0.062904718
PH133901079;0.134802333;0.044718082
PH133901080;0.134038801;0.040564374
PH133901081;0.118511263;0.047502449
PH133901082;0.133107089;0.039969834
PH133901083;0.115886416;0.0514198
PH133901084;0.131264916;0.047732697
PH133901085;0.131433315;0.046209186
PH133901086;0.151388889;0.049305556
PH133901087;0.108227848;0.053164557
PH133901088;0.137096774;0.033410138
PH133901089;0.123159304;0.0562249
PH133901090;0.131078224;0.057082452
PH133901091;0.120847549;0.029269169
PH133901092;0.125052455;0.050776332
PH133901093;0.13184629;0.032464664
PH133901094;0.127104834;0.039652363
PH133901095;0.146056282;0.031510107
PH133901096;0.117942857;0.048685714
PH133901097;0.111298482;0.050590219
PH133901098;0.112524462;0.0518591
PH133901100;0.104598282;0.041435068
PH133901101;0.14544841;0.01940437
PH133901102;0.129315389;0.0374488
PH133901103;0.127059355;0.036560596
PH133901104;0.13535808;0.035808024
PH133901105;0.167629061;0.012453676
PH133901106;0.132585058;0.0298141
PH133901107;0.139564058;0.032146777
PH133901108;0.132900177;0.03721205
PH133901109;0.129182666;0.043335162
PH133901110;0.133914422;0.029318542
PH133901111;0.126895854;0.040950455
PH133901112;0.136460554;0.036513859
PH133901116;0.136769364;0.031528938
PH133901117;0.138307552;0.036396724
PH133901118;0.138831001;0.033839436
PH133901119;0.142725315;0.027068594
PH133901120;0.13787234;0.036312057
PH133901121;0.140644472;0.030799359
PH133901122;0.123561193;0.035470989
PH133901123;0.161248528;0.022968198
PH133901124;0.1458492;0.033891851
PH133901125;0.147759771;0.037654909
PH133901126;0.125237192;0.040796964
PH133901127;0.13400335;0.045226131
PH133901128;0.161433747;0.016851466
PH133901129;0.14680097;0.030964372
PH133901130;0.138215859;0.024779736
PH133901131;0.124047124;0.038808039
PH133901132;0.107142857;0.062741313
PH133901133;0.154661953;0.025629695
PH133901134;0.125840538;0.061479347
PH133901135;0.117160914;0.044725328
PH133901136;0.129310345;0.045258621
PH133901137;0.106408706;0.061668682
PH133901138;0.118060201;0.04548495
PH133901139;0.107981221;0.077464789
PH133901140;0.074515648;0.077496274
PH133901141;0.124505929;0.043478261
PH133901142;0.137651822;0.037593985
PH133901143;0.134072581;0.026209677
PH133901144;0.14028169;0.024788732
PH133901145;0.120859445;0.05908684
PH133901146;0.123994148;0.05267008
PH133901147;0.11635514;0.049065421
PH133901148;0.076636288;0.054266777
PH133901149;0.109833237;0.058654399
PH133901150;0.144407346;0.034223706
PH133901151;0.145818442;0.047176555
PH133901152;0.13592233;0.049114792
PH133901153;0.121716611;0.045504994
PH133901154;0.080035971;0.060251799
PH133901155;0.122770919;0.045610425
PH133901156;0.110689437;0.060721063
PH133901157;0.117108434;0.065060241
PH133901158;0.136918211;0.042928152
PH133901159;0.126396238;0.043503821
PH133901160;0.107368421;0.043789474
PH133901161;0.133967156;0.048401037
PH133901162;0.111731844;0.062849162
PH133901163;0.142857143;0.035435993
PH133901164;0.102736438;0.049927988
PH133901165;0.12942366;0.041456016
PH133901166;0.093942054;0.090430202
PH133901167;0.100318471;0.073248408
PH133901168;0.076751118;0.092399404
PH133901169;0.111306385;0.0609256
PH133901170;0.087301587;0.079365079
PH133901171;0.103398409;0.043383948
PH133901172;0.116120219;0.044398907
PH133901173;0.10652921;0.04958272
PH133901174;0.100787402;0.091338583
PH133901175;0.099277978;0.069494585
PH133901176;0.12034384;0.059455587
PH133901177;0.131522075;0.033652362
PH133901178;0.1248;0.052
PH133901179;0.113784135;0.061118336
PH133901180;0.129782675;0.044077135
PH133901181;0.129703763;0.049639712
PH133901182;0.133122293;0.041486171
PH133901183;0.125956855;0.056019485
PH133901184;0.123526109;0.045480067
PH133901185;0.114955676;0.048613097
PH133901186;0.116772824;0.056794055
PH133901187;0.090700344;0.050516648
PH133901188;0.123839009;0.060371517
PH133901189;0.09767141;0.067917206
PH133901190;0.135781383;0.058923997
PH133901191;0.113764045;0.042134831
PH133901192;0.111721612;0.067765568
PH133901193;0.092138631;0.053254438
PH133901194;0.122747748;0.043918919
PH133901195;0.126530612;0.030204082
PH133901196;0.087463557;0.057337221
PH133901197;0.124856816;0.042382589
PH133901198;0.133036872;0.043542709
PH133901199;0.126378539;0.038748137
PH133901200;0.151187905;0.048596112
PH133901201;0.095265926;0.04792519
PH133901202;0.10044843;0.037668161
PH133901203;0.155709343;0.051903114
PH133901204;0.115767045;0.053267045
PH133901205;0.107255521;0.041910771
PH133901206;0.135695187;0.052807487
PH133901207;0.120581114;0.047457627
PH133901208;0.145322434;0.040871935
PH133901209;0.144186047;0.061395349
PH133901210;0.117057903;0.038184664
PH133901211;0.148383006;0.036778694
PH133901212;0.12983631;0.040178571
PH133901213;0.138542846;0.046055115
PH133901214;0.132166152;0.042911088
PH133901215;0.142024763;0.06190823
PH133901216;0.148825967;0.027279006
PH133901217;0.129171152;0.044851094
PH133901218;0.126305793;0.041785375
PH133901219;0.158357771;0.055718475
PH133901220;0.094247246;0.035495716
PH133901221;0.176432292;0.037760417
PH133901222;0.128002745;0.047357584
PH133901223;0.125635809;0.052899288
PH133901224;0.150436535;0.044996642
PH133901225;0.142444658;0.029836381
PH133901226;0.139525368;0.043780687
PH133901227;0.132187707;0.058162591
PH133901228;0.115345356;0.044913236
PH133901229;0.150372208;0.024317618
PH133901230;0.131928181;0.055425449
PH133901231;0.107806691;0.057249071
PH133901232;0.137746711;0.047286184
PH133901233;0.142368534;0.040615648
PH133901234;0.102548544;0.07038835
PH133901235;0.118787879;0.040606061
PH133901236;0.131900058;0.048227775
PH133901237;0.127419355;0.032258065
PH133901238;0.132231405;0.042975207
PH133901239;0.038793103;0.036637931
PH133901240;0.107224771;0.055619266
PH133901241;0.048543689;0.058252427
PH133901242;0.138801262;0.039432177
PH133901243;0.05758427;0.081460674
PH133901244;0.121301775;0.059171598
PH133901245;0.064139942;0.084548105
PH133901246;0.094285714;0.082857143
PH133901247;0.123015873;0.046825397
PH133901248;0.060885609;0.033210332
PH133901249;0.121649485;0.024742268
PH133901250;0.105867347;0.0625
PH133901251;0.11682243;0.045950156
PH133901252;0.106500692;0.073305671
PH133901253;0.09486166;0.067193676
PH133901254;0.134138162;0.034875922
PH133901255;0.135997196;0.035050824
PH133901256;0.1475;0.048
PH133901257;0.130872483;0.046021093
PH133901258;0.120603015;0.046482412
PH133901259;0.13876652;0.042951542
PH133901260;0.155859607;0.02825699
PH133901261;0.136465324;0.043251305
PH133901262;0.115;0.05375
PH133901263;0.156783468;0.034141959
PH133901264;0.106382979;0.083986562
PH133901265;0.134393856;0.036752606
PH133901266;0.141652614;0.02529511
PH133901267;0.108636977;0.065452092
PH133901268;0.112984055;0.062870159
PH133902001;0.077110786;0.087847731
PH133902002;0.058747579;0.072304713
PH133902003;0.054290718;0.098073555
PH133902004;0.082802548;0.041047417
PH133902005;0.121475054;0.028922632
PH133902006;0.08524173;0.092239186
PH133902007;0.115764385;0.055839292
PH133902008;0.135403727;0.047619048
PH133902009;0.083188908;0.038994801
PH133902010;0.123508772;0.048421053
PH133903003;0.154859967;0.007138935
PH133903004;0.165884194;0.011267606
PH133903005;0.123630137;0.028082192
PH133903006;0.149888143;0.017897092
PH133903007;0.138610554;0.0250501
PH133903008;0.104145602;0.055611729
PH133903009;0.086174242;0.03030303
PH133903010;0.165354331;0.040682415
PH133903011;0.088669951;0.029177719
PH133903012;0.070901034;0.023633678
PH133903013;0.118937049;0.03250774
PH133903014;0.107881137;0.035529716
PH133903015;0.095419847;0.018320611
PH133903016;0.07793345;0.04290718
PH133903017;0.107027027;0.021621622
PH133903018;0.128604832;0.035853468
PH133904001;0.106214689;0.068926554
PH133904002;0.138095238;0.00952381
PH133904003;0.12807464;0.061916879
PH133904004;0.13986014;0.104895105
PH133904005;0.129880478;0.047808765
PH133904006;0.124493927;0.04757085
PH133904007;0.112547119;0.039849219
PH133904008;0.159371552;0.022279439
PH133904009;0.14659271;0.032884311
PH133904014;0.091242549;0.060064191
PH133904015;0.106750392;0.031789639
PH133904016;0.157416751;0.019677094
PH133904017;0.126937984;0.048449612
PH133904018;0.107545533;0.065481353
PH133904019;0.171242185;0.024463169
PH133905001;0.072490706;0.06133829
PH133905002;0.075931232;0.073065903
PH133905003;0.116389549;0.021971496
PH133905004;0.07804878;0.02601626
PH133905005;0.04797048;0.118081181
PH133905006;0.079178886;0.055718475
PH133905007;0.083969466;0.010178117
PH133905008;0.112;0.036
PH133905009;0.105065666;0.039399625
PH133905012;0.082605087;0.010398867
PH133905013;0.131147541;0.012162877
PH133905014;0.14859716;0.015933495
PH133905015;0.090612777;0.039113429
PH133905016;0.116948378;0.033805391
PH133905017;0.098484848;0.046620047
PH133905018;0.070665571;0.038619556
PH133905019;0.084002471;0.019765287
PH133905020;0.079470199;0.032166509
PH133905021;0.085907336;0.044401544
PH133905022;0.089698046;0.041740675
PH133905023;0.086172345;0.046092184
PH133905024;0.159061278;0.033898305
PH133905025;0.139370079;0.022834646
PH133905026;0.107142857;0.032258065
PH133905027;0.097334878;0.025492468
PH133905028;0.124056095;0.03236246
PH133905029;0.146564885;0.042748092
PH133905030;0.154255319;0.030585106
PH133905031;0.111263736;0.04532967
PH133905032;0.14667781;0.022147931
PH133905033;0.103174603;0.052910053
PH133905034;0.097510373;0.047717842
PH133905035;0.108583247;0.065149948
PH133905036;0.126784694;0.04111936
PH133905037;0.115231033;0.021106674
PH133905038;0.10199241;0.043643264
